gene	p
ENSFHEP00000011498	0.309390682552097
ENSFHEP00000024450	0.0782875604394607
ENSFHEP00000005312	0.0110801776186139
ENSFHEP00000007409	0.00334233989898154
ENSFHEP00000022522	0.152732085737095
ENSFHEP00000028396	0.00702373404770154
ENSFHEP00000029258	0.0113479793585524
ENSFHEP00000004254	0.000658993790030174
ENSFHEP00000010019	4.82969558325079e-06
ENSFHEP00000014235	0.527305761084775
ENSFHEP00000015792	0.00689965242126964
ENSFHEP00000025164	0.0950422834004832
ENSFHEP00000027271	0.869432781441018
ENSFHEP00000009850	0.00654515248447964
ENSFHEP00000012042	0.00991729730854652
ENSFHEP00000024720	0.0316769678587386
ENSFHEP00000026356	0.625707921215856
ENSFHEP00000005835	0.0173971688079244
ENSFHEP00000011162	0.0435415434005394
ENSFHEP00000009649	0.153120149290377
ENSFHEP00000031720	0.677230133372226
ENSFHEP00000007783	0.00351388679996649
ENSFHEP00000023406	0.268968525283942
ENSFHEP00000010761	0.0197478655036636
ENSFHEP00000025377	0.174281969400018
ENSFHEP00000033405	0.0201756825598816
ENSFHEP00000008326	0.428888228524401
ENSFHEP00000016599	0.226990050533137
ENSFHEP00000012416	0.0983512216369827
ENSFHEP00000018354	0.604237783716623
ENSFHEP00000023834	0.0170630167501925
ENSFHEP00000027702	9.83292666269792e-05
ENSFHEP00000028834	0.741289612177326
ENSFHEP00000014189	0.368983804745433
ENSFHEP00000014312	0.46088764342472
ENSFHEP00000030569	0.401172882985618
ENSFHEP00000002992	0.193175467327332
ENSFHEP00000007540	0.0147229230091004
ENSFHEP00000020718	0.260399839979225
ENSFHEP00000022925	0.0240279027699589
ENSFHEP00000025431	0.0324507602379
ENSFHEP00000026456	0.135358480679662
ENSFHEP00000020175	0.0288982660821877
ENSFHEP00000011101	0.273403623361793
ENSFHEP00000011433	8.26058615816028e-05
ENSFHEP00000019947	0.320029581010879
ENSFHEP00000021721	0.0876341350460619
ENSFHEP00000030406	0.00322091197747861
ENSFHEP00000006010	0.737477943138193
ENSFHEP00000031856	0.630088266317191
ENSFHEP00000002491	0.0637108041144408
ENSFHEP00000011767	0.139113635180351
ENSFHEP00000006139	0.0572953360298739
ENSFHEP00000003523	0.047247487947712
ENSFHEP00000030327	0.00933221576063792
ENSFHEP00000033025	0.0886697762548639
ENSFHEP00000003926	0.0590838443456628
ENSFHEP00000008296	0.019816451720872
ENSFHEP00000022109	0.110251962107131
ENSFHEP00000030778	0.0063504145357977
ENSFHEP00000008371	0.0349643370889105
ENSFHEP00000018515	0.0249306618139766
ENSFHEP00000006707	0.887489010024829
ENSFHEP00000011146	0.0324657844668654
ENSFHEP00000004513	0.0642171187077567
ENSFHEP00000020954	0.84631344840055
ENSFHEP00000006930	0.00433081729039514
ENSFHEP00000020772	0.0343268369880693
ENSFHEP00000021005	0.00942562891055251
ENSFHEP00000025887	0.457475532891923
ENSFHEP00000031894	0.749679628944506
ENSFHEP00000008902	0.326165353002599
ENSFHEP00000001644	0.0011673087094014
ENSFHEP00000010276	0.000166527621996698
ENSFHEP00000027721	0.0295700091588729
ENSFHEP00000020763	0.0117931648890973
ENSFHEP00000001198	0.0257321772363159
ENSFHEP00000013936	0.698030601890577
ENSFHEP00000030017	0.00105418316095868
ENSFHEP00000018692	0.750242498789064
ENSFHEP00000028056	0.0641424938401353
ENSFHEP00000031716	0.0374187994031233
ENSFHEP00000028356	0.374141840754357
ENSFHEP00000005200	0.00109522370422817
ENSFHEP00000008743	0.622335060717548
ENSFHEP00000013820	0.302345345542893
ENSFHEP00000017988	0.352842514956478
ENSFHEP00000022743	0.000582194636335033
ENSFHEP00000027180	0.365606444513356
ENSFHEP00000022614	0.229959016463993
ENSFHEP00000004074	0.0428464928035338
ENSFHEP00000020329	0.111004362759269
ENSFHEP00000027755	0.0015683462501543
ENSFHEP00000011418	0.0823974443898593
ENSFHEP00000033378	0.0495978425443492
ENSFHEP00000002137	0.00352789236395621
ENSFHEP00000004934	0.0129969855346368
ENSFHEP00000023664	0.00172076474475993
ENSFHEP00000027492	0.174399459725931
ENSFHEP00000029557	0.146798221602814
ENSFHEP00000016786	0.0713658832137731
ENSFHEP00000017217	0.00253155356462844
ENSFHEP00000005101	0.129771217631858
ENSFHEP00000006464	0.0120393993938049
ENSFHEP00000018774	0.0341619278491028
ENSFHEP00000019732	0.0465791864235895
ENSFHEP00000014804	0.0268689037948455
ENSFHEP00000010481	0.515213269995385
ENSFHEP00000006525	0.639612468003384
ENSFHEP00000000739	0.165442005963697
ENSFHEP00000002508	0.322109680978942
ENSFHEP00000003621	0.00289280163724146
ENSFHEP00000005103	0.0104990962067299
ENSFHEP00000008339	0.000980129720791457
ENSFHEP00000010174	0.000923001792484681
ENSFHEP00000011815	0.177193971207534
ENSFHEP00000016763	0.101928329016851
ENSFHEP00000000227	0.0195327811917493
ENSFHEP00000022647	0.0422500437072696
ENSFHEP00000000562	0.00459026893098816
ENSFHEP00000001235	0.021326272108091
ENSFHEP00000026062	0.185115664541922
ENSFHEP00000028826	0.227146203135851
ENSFHEP00000032863	0.0978739330392106
ENSFHEP00000020106	0.0116539524244562
ENSFHEP00000027128	0.78783306518101
ENSFHEP00000024909	0.66025597136366
ENSFHEP00000022699	0.0789216830068365
ENSFHEP00000033826	0.0335718742518644
ENSFHEP00000009949	0.000166970400336586
ENSFHEP00000018970	0.0192495708474598
ENSFHEP00000002083	0.0552273452283951
ENSFHEP00000028264	0.0577396883884489
ENSFHEP00000012490	0.00540800576027409
ENSFHEP00000014351	0.048610401144137
ENSFHEP00000017560	0.00746916623801273
ENSFHEP00000010077	0.0459094714792963
ENSFHEP00000030025	0.997773181409877
ENSFHEP00000005026	4.29767122879828e-05
ENSFHEP00000005895	0.291084765191524
ENSFHEP00000008895	0.598024561578839
ENSFHEP00000010650	0.008884244257782
ENSFHEP00000015458	0.0283812590779579
ENSFHEP00000017268	0.750026068218322
ENSFHEP00000017589	0.0455990616013845
ENSFHEP00000028280	0.000640691961639433
ENSFHEP00000031057	0.0605465309288832
ENSFHEP00000031361	0.104091127652403
ENSFHEP00000031999	0.153690308043612
ENSFHEP00000025744	0.00737965879085958
ENSFHEP00000033975	0.664125085539201
ENSFHEP00000008598	0.00669271634294438
ENSFHEP00000008884	0.305382993583089
ENSFHEP00000032966	0.0203390264040507
ENSFHEP00000004588	0.0180782982201849
ENSFHEP00000001560	0.306189023191719
ENSFHEP00000021225	0.220163655893474
ENSFHEP00000012525	0.170560061018788
ENSFHEP00000007620	0.876227788873574
ENSFHEP00000014573	0.144490140139963
ENSFHEP00000034519	0.00063375490249748
ENSFHEP00000027105	0.0581826581264089
ENSFHEP00000025741	0.936942075563982
ENSFHEP00000032501	0.587919065243536
ENSFHEP00000024419	0.0553822589961699
ENSFHEP00000000614	0.688055650439932
ENSFHEP00000006013	0.298906410327869
ENSFHEP00000026148	0.00632154250718245
ENSFHEP00000028112	0.000125113397760576
ENSFHEP00000011332	0.898145359573353
ENSFHEP00000030301	0.0189824053528396
ENSFHEP00000030842	0.00311333180835844
ENSFHEP00000027666	0.882868591006488
ENSFHEP00000000120	0.00827565946916192
ENSFHEP00000031637	0.0369432000251449
ENSFHEP00000032055	0.0841207223313388
ENSFHEP00000003551	0.532567810106358
ENSFHEP00000029124	0.585467249423691
ENSFHEP00000023475	0.0257023903658234
ENSFHEP00000024807	0.155187170924867
ENSFHEP00000007427	0.446121790824545
ENSFHEP00000008123	0.000211814706442885
ENSFHEP00000009004	0.0713180251563166
ENSFHEP00000014197	0.207549019509462
ENSFHEP00000020476	0.0273870968051475
ENSFHEP00000019595	0.147925604292939
ENSFHEP00000020277	0.0062448198499444
ENSFHEP00000016469	0.82718172573572
ENSFHEP00000014026	0.126958048363581
ENSFHEP00000000405	0.120463709187898
ENSFHEP00000002518	0.945441004440681
ENSFHEP00000003015	0.0459375167543693
ENSFHEP00000005211	0.227012483622783
ENSFHEP00000005855	0.812328626097446
ENSFHEP00000008232	0.34516947729038
ENSFHEP00000013202	0.0942248864935118
ENSFHEP00000015581	0.376988928787607
ENSFHEP00000018247	0.00318078888587589
ENSFHEP00000023311	0.16430738237289
ENSFHEP00000027835	0.409479023105553
ENSFHEP00000034399	0.0792385356970074
ENSFHEP00000033154	0.622832062131861
ENSFHEP00000006265	0.0168774147529921
ENSFHEP00000024158	0.0136914575532951
ENSFHEP00000030161	0.00279996570163719
ENSFHEP00000007030	2.00154882793907e-05
ENSFHEP00000004242	0.000772910247309378
ENSFHEP00000019598	0.14061054143225
ENSFHEP00000000247	0.0332706961039186
ENSFHEP00000000757	0.0402150984812813
ENSFHEP00000003924	0.847237961188757
ENSFHEP00000008146	0.951746079692839
ENSFHEP00000029147	0.000200668069513496
ENSFHEP00000031201	0.0149286254620556
ENSFHEP00000034584	0.663081128046267
ENSFHEP00000034803	0.0196223716537484
ENSFHEP00000012867	0.0253183538475474
ENSFHEP00000003471	0.0288022524209409
ENSFHEP00000002034	0.45292400615045
ENSFHEP00000002512	0.084217627330693
ENSFHEP00000019472	0.392639871614524
ENSFHEP00000026717	0.187483256926024
ENSFHEP00000027438	0.0177002736902415
ENSFHEP00000028015	0.0176558007282506
ENSFHEP00000001501	0.00113244031929149
ENSFHEP00000031534	0.000295299000797167
ENSFHEP00000006312	0.00557025630864392
ENSFHEP00000017135	0.0257296144389495
ENSFHEP00000034512	0.0102096066065018
ENSFHEP00000030947	0.0981056873233305
ENSFHEP00000001340	0.896901394571863
ENSFHEP00000001081	0.0147469236821574
ENSFHEP00000002015	0.0725825392892949
ENSFHEP00000012155	0.266785116191751
ENSFHEP00000012670	0.669149066952665
ENSFHEP00000018147	0.55284267417414
ENSFHEP00000021217	0.226512159614262
ENSFHEP00000022510	0.0617030564218039
ENSFHEP00000023193	0.40107679324005
ENSFHEP00000035041	0.00194844656641764
ENSFHEP00000005197	0.0573927036657679
ENSFHEP00000007547	0.751606830686372
ENSFHEP00000012268	0.00266084779471847
ENSFHEP00000025559	0.0381261418813474
ENSFHEP00000032878	0.0938949554191955
ENSFHEP00000020680	0.0339686356346946
ENSFHEP00000025650	0.00250649907830004
ENSFHEP00000026189	0.00469276046551017
ENSFHEP00000003171	0.0044834623348021
ENSFHEP00000014196	0.0151831957007849
ENSFHEP00000007524	0.000348390794780141
ENSFHEP00000011034	0.00404057104627937
ENSFHEP00000021072	0.897834502505722
ENSFHEP00000021358	0.00768975308285134
ENSFHEP00000016356	0.0348165974112138
ENSFHEP00000022323	0.0112264958079166
ENSFHEP00000025434	0.000322172642663319
ENSFHEP00000029304	0.0696556901920086
ENSFHEP00000033623	0.0653571037495265
ENSFHEP00000021077	0.50842728076415
ENSFHEP00000019938	0.022991077003912
ENSFHEP00000013664	0.0369699412357196
ENSFHEP00000027093	0.00519025189135725
ENSFHEP00000004816	0.0225286773433882
ENSFHEP00000009753	0.00163809150418977
ENSFHEP00000013676	0.42927706303515
ENSFHEP00000014593	0.0257592153401847
ENSFHEP00000016022	0.425307067500885
ENSFHEP00000023285	0.0623896744216041
ENSFHEP00000017366	0.00167675941129382
ENSFHEP00000020559	0.019543002912566
ENSFHEP00000025964	0.247350161046297
ENSFHEP00000015758	0.135649416524042
ENSFHEP00000007210	0.0219957446753196
ENSFHEP00000014327	0.308655236397675
ENSFHEP00000029978	0.0341800224953448
ENSFHEP00000018651	0.0101895185718196
ENSFHEP00000019668	0.832764270584329
ENSFHEP00000021487	0.0131061549357052
ENSFHEP00000007611	0.000246260809300956
ENSFHEP00000022535	0.0456920094990017
ENSFHEP00000017011	0.013759503744056
ENSFHEP00000018980	0.536370494272176
ENSFHEP00000024359	0.0114426756047104
ENSFHEP00000030303	0.0120939634016087
ENSFHEP00000016319	0.547551164778277
ENSFHEP00000006145	0.00374720535238712
ENSFHEP00000010175	0.53268036048032
ENSFHEP00000014297	0.0147791182203116
ENSFHEP00000000923	0.570097226505701
ENSFHEP00000010434	0.00311597668948094
ENSFHEP00000026242	0.00568957602811009
ENSFHEP00000001903	0.00192009854126569
ENSFHEP00000003302	0.02132172481042
ENSFHEP00000000668	0.270960344528438
ENSFHEP00000000933	0.0212829330140046
ENSFHEP00000007916	0.00424586824908098
ENSFHEP00000008138	0.016785531165216
ENSFHEP00000009195	0.162808289268224
ENSFHEP00000016535	0.376055382412946
ENSFHEP00000016799	0.120567605375568
ENSFHEP00000018230	0.114615777084849
ENSFHEP00000025499	0.311967763871786
ENSFHEP00000029852	0.494853934899436
ENSFHEP00000030444	0.0494634584026812
ENSFHEP00000031150	0.0371506100403042
ENSFHEP00000004815	0.0518286694253368
ENSFHEP00000019211	3.48355053640788e-05
ENSFHEP00000029472	0.0276940305774943
ENSFHEP00000034847	0.00354006507250445
ENSFHEP00000035090	0.0830845148946531
ENSFHEP00000034111	0.185373599246225
ENSFHEP00000005735	0.00897737376507468
ENSFHEP00000007047	0.228620573564504
ENSFHEP00000018632	0.44066539463576
ENSFHEP00000030803	0.401640841931639
ENSFHEP00000005569	0.417050849342052
ENSFHEP00000020590	0.123526938860844
ENSFHEP00000002741	0.0631696230876042
ENSFHEP00000014262	0.0488936965954693
ENSFHEP00000019292	0.000613505010155311
ENSFHEP00000019659	0.164739782378215
ENSFHEP00000021075	0.0419407857789167
ENSFHEP00000033372	0.036854017342768
ENSFHEP00000002800	0.000424728341606388
ENSFHEP00000028551	0.161397794999952
ENSFHEP00000030595	0.00330334532440272
ENSFHEP00000001646	0.00100278626915268
ENSFHEP00000006217	0.0179794756366079
ENSFHEP00000009185	0.323513340491749
ENSFHEP00000013296	0.00397917343672298
ENSFHEP00000019002	0.634503799114779
ENSFHEP00000027260	0.0126915063756513
ENSFHEP00000007516	0.745054290242312
ENSFHEP00000008941	0.000270175734499857
ENSFHEP00000009692	0.148538895638531
ENSFHEP00000010598	0.892133932346812
ENSFHEP00000013264	0.367110035666546
ENSFHEP00000015171	0.79514744334626
ENSFHEP00000018238	0.0828620539853274
ENSFHEP00000018388	0.00458090802959264
ENSFHEP00000022318	0.0124219275049447
ENSFHEP00000026178	0.0647555392423504
ENSFHEP00000029973	0.121515729393326
ENSFHEP00000018929	0.0323261078307957
ENSFHEP00000032925	0.884753102948677
ENSFHEP00000032940	0.00745968782298867
ENSFHEP00000004053	0.0468910289025062
ENSFHEP00000004323	5.92485531229582e-05
ENSFHEP00000022082	0.613770393195199
ENSFHEP00000022377	0.010706961630353
ENSFHEP00000025372	0.652446470878981
ENSFHEP00000026407	0.813582805252982
ENSFHEP00000014949	0.000426565634231363
ENSFHEP00000018813	0.364163567574745
ENSFHEP00000018932	0.00780735270443514
ENSFHEP00000026991	0.008813639901889
ENSFHEP00000032559	0.358313448157213
ENSFHEP00000009163	0.0139220518890559
ENSFHEP00000006923	0.0148115618839195
ENSFHEP00000011257	0.0294481741600446
ENSFHEP00000019839	0.379995805912328
ENSFHEP00000023565	0.0306142245023345
ENSFHEP00000012210	0.328168356369231
ENSFHEP00000023131	0.13303705234861
ENSFHEP00000001971	0.342173619314577
ENSFHEP00000001454	0.072234207692598
ENSFHEP00000026716	0.0162301777782931
ENSFHEP00000028666	0.00102202968540018
ENSFHEP00000000818	0.215642176523062
ENSFHEP00000004072	0.403444212956714
ENSFHEP00000015247	0.288370142797502
ENSFHEP00000003807	0.000187837074279482
ENSFHEP00000022298	0.113799171140345
ENSFHEP00000031939	0.00168667762238287
ENSFHEP00000012015	0.0451183576093426
ENSFHEP00000014927	0.148632545654144
ENSFHEP00000013375	0.00897574644705712
ENSFHEP00000007374	0.000305605640608247
ENSFHEP00000006679	0.061534686139948
ENSFHEP00000012066	0.0111108935572898
ENSFHEP00000014435	0.196547085773249
ENSFHEP00000008072	0.103151336920402
ENSFHEP00000007790	0.00401794062559585
ENSFHEP00000021597	0.00184590489500357
ENSFHEP00000028118	0.390145582245454
ENSFHEP00000011479	0.996884899199161
ENSFHEP00000033065	0.650420509149659
ENSFHEP00000000965	0.524251317666843
ENSFHEP00000001004	0.179329354436258
ENSFHEP00000002995	0.0340562078641836
ENSFHEP00000025740	0.102964414087348
ENSFHEP00000016514	0.964423696160822
ENSFHEP00000018818	0.110697797026965
ENSFHEP00000018921	0.000469674367414008
ENSFHEP00000023379	0.052174980109859
ENSFHEP00000033671	0.523357649091051
ENSFHEP00000000204	0.164982258164966
ENSFHEP00000003060	0.05079051690788
ENSFHEP00000032148	0.0225224732308177
ENSFHEP00000006849	0.579228179099438
ENSFHEP00000032203	0.326400140382008
ENSFHEP00000006725	0.0775552944978657
ENSFHEP00000032191	0.962101847901389
ENSFHEP00000017150	0.14843526532423
ENSFHEP00000001355	0.0905721189943679
ENSFHEP00000020507	0.0166711197724793
ENSFHEP00000021778	0.794735716502831
ENSFHEP00000022054	0.00550640576952229
ENSFHEP00000033713	0.0339863660505038
ENSFHEP00000016298	0.903235150797381
ENSFHEP00000025039	0.903777539620217
ENSFHEP00000006111	0.00316678477023552
ENSFHEP00000024937	0.0367618000967708
ENSFHEP00000029267	0.00792226575832791
ENSFHEP00000032829	0.000442732281072219
ENSFHEP00000035131	0.868648518558817
ENSFHEP00000016183	0.943404181312767
ENSFHEP00000024858	0.0208298847810023
ENSFHEP00000029208	0.00144643408164338
ENSFHEP00000021871	0.160731996854247
ENSFHEP00000024030	0.000481980738083056
ENSFHEP00000029150	0.0125279875452529
ENSFHEP00000033572	0.097574234522913
ENSFHEP00000005276	0.000514365804921337
ENSFHEP00000007534	0.127570100566735
ENSFHEP00000017079	0.12540237309294
ENSFHEP00000021143	0.0302375039344143
ENSFHEP00000033857	0.104505592288851
ENSFHEP00000011965	0.00252781797770758
ENSFHEP00000020298	0.0611037083631783
ENSFHEP00000020538	0.0522269028579695
ENSFHEP00000020747	0.00361518005028191
ENSFHEP00000025104	0.00142439238830066
ENSFHEP00000025621	0.0430327908399381
ENSFHEP00000026670	0.0683372799581666
ENSFHEP00000000377	0.00108175563228402
ENSFHEP00000006636	0.00209952705712371
ENSFHEP00000008355	0.0100843240555798
ENSFHEP00000011926	0.000377250799499278
ENSFHEP00000019161	0.0430487595941765
ENSFHEP00000028639	0.00274319333301477
ENSFHEP00000004267	0.456670906591538
ENSFHEP00000022887	0.559187581431099
ENSFHEP00000014497	0.597899968603745
ENSFHEP00000003170	0.00174821038665526
ENSFHEP00000019715	0.0229750184873313
ENSFHEP00000030174	0.0292338421720258
ENSFHEP00000004104	0.0816224648384549
ENSFHEP00000029151	0.0642249755838625
ENSFHEP00000000452	0.0226201374374722
ENSFHEP00000000478	0.579904982550328
ENSFHEP00000003139	0.00178071118890192
ENSFHEP00000009574	0.990586139959492
ENSFHEP00000010930	0.0506583724899798
ENSFHEP00000020935	0.0233242776208135
ENSFHEP00000022660	0.536518819969495
ENSFHEP00000029816	0.563524379756622
ENSFHEP00000032488	0.841538874898718
ENSFHEP00000033838	0.911204658058075
ENSFHEP00000034500	0.0133227007286065
ENSFHEP00000003121	0.00223487539603284
ENSFHEP00000015522	0.0166522402633668
ENSFHEP00000024675	0.476264118211386
ENSFHEP00000025205	0.0874627580452
ENSFHEP00000029498	0.110162915577994
ENSFHEP00000026353	0.898162884274951
ENSFHEP00000004692	0.0573138611589221
ENSFHEP00000004811	0.520388192003078
ENSFHEP00000026549	0.0527305930211413
ENSFHEP00000012477	0.254752307874692
ENSFHEP00000022708	0.518581169610397
ENSFHEP00000001104	0.00191674340426391
ENSFHEP00000011734	0.0117829118680498
ENSFHEP00000027132	0.0662425713800497
ENSFHEP00000003567	0.0864122550704061
ENSFHEP00000022843	0.00431411343928115
ENSFHEP00000029002	0.0542380029626191
ENSFHEP00000033292	0.288681143025211
ENSFHEP00000017136	0.290418104162406
ENSFHEP00000027711	0.456379682290511
ENSFHEP00000000117	0.274270865597699
ENSFHEP00000001485	0.00269031215661078
ENSFHEP00000002966	0.00043363255190494
ENSFHEP00000002969	0.125028940366268
ENSFHEP00000003832	0.197977415130624
ENSFHEP00000004556	0.463985766662236
ENSFHEP00000007571	0.15439839652885
ENSFHEP00000008760	0.214723834326731
ENSFHEP00000009901	0.416295243633007
ENSFHEP00000011259	0.844589350558672
ENSFHEP00000013131	0.311899958317893
ENSFHEP00000015719	0.320547403573882
ENSFHEP00000015933	0.580292798759888
ENSFHEP00000018118	0.00503420814946964
ENSFHEP00000018943	0.0363598963951454
ENSFHEP00000019960	0.00937658812724299
ENSFHEP00000021212	0.00227638537187921
ENSFHEP00000023605	0.00517850573827688
ENSFHEP00000023853	3.89641106771039e-05
ENSFHEP00000024522	0.140999337778426
ENSFHEP00000027708	0.37496826123697
ENSFHEP00000034541	0.0100570967866682
ENSFHEP00000003048	0.366694002403314
ENSFHEP00000017546	0.28671736384422
ENSFHEP00000018459	0.0443090951665064
ENSFHEP00000021241	0.889825906645537
ENSFHEP00000003566	0.0293724838702479
ENSFHEP00000009568	0.966624995466755
ENSFHEP00000019779	0.0577507302978945
