gene	p
ENSFHEP00000009612	0.0103131205764734
ENSFHEP00000009250	0.0209138447835284
ENSFHEP00000000229	0.0137945198191024
ENSFHEP00000025324	0.00496313005831823
ENSFHEP00000028143	0.000243253363360349
ENSFHEP00000006948	0.000529779323636816
ENSFHEP00000022054	0.00587913793276741
ENSFHEP00000000754	0.024140181829083
ENSFHEP00000019048	0.00599874448198349
ENSFHEP00000032330	0.27540919720811
ENSFHEP00000024992	0.00703562759524131
ENSFHEP00000008270	0.0214794170918662
ENSFHEP00000024735	0.000129790227646286
ENSFHEP00000014060	0.0067009177516852
ENSFHEP00000015916	0.0260956065988183
ENSFHEP00000033362	0.0991188064388578
ENSFHEP00000031820	0.00164134050224762
ENSFHEP00000009693	0.00555366941643946
ENSFHEP00000003810	0.0306434543967591
ENSFHEP00000006084	0.00818953047232175
ENSFHEP00000010667	0.00472588315593054
ENSFHEP00000017668	0.39127316436095
ENSFHEP00000034865	0.00687205888067047
ENSFHEP00000002609	0.110061930521683
ENSFHEP00000021296	0.0127557290891119
ENSFHEP00000008141	0.648936448788457
ENSFHEP00000034670	0.0244803442669396
ENSFHEP00000005653	0.0109830942321817
ENSFHEP00000006013	0.6279138619977
ENSFHEP00000006435	0.858637471524642
ENSFHEP00000011463	0.0876046227520141
ENSFHEP00000016374	0.0797726330518649
ENSFHEP00000031274	0.14663990357772
ENSFHEP00000031459	0.431104167847202
ENSFHEP00000031760	0.0034186198310492
ENSFHEP00000033685	0.0261464990645488
ENSFHEP00000021523	0.0672746992527282
ENSFHEP00000014441	0.0146355345133276
ENSFHEP00000008941	0.506038382866873
ENSFHEP00000007208	0.428974657194741
ENSFHEP00000023163	0.0112644443674368
ENSFHEP00000011803	0.283750679910277
ENSFHEP00000013170	0.0327443205123317
ENSFHEP00000019595	0.0127816162893722
ENSFHEP00000002879	0.0636006446993637
ENSFHEP00000003061	0.0153241492475709
ENSFHEP00000004614	0.924359051316106
ENSFHEP00000005034	0.612419706086118
ENSFHEP00000006974	0.0277462116635267
ENSFHEP00000007568	0.0442190881560249
ENSFHEP00000021778	0.311437108239532
ENSFHEP00000031869	0.648220488266332
ENSFHEP00000032362	0.374993583414154
ENSFHEP00000032410	0.0164679483162462
ENSFHEP00000034891	0.0277562992264342
ENSFHEP00000018902	0.00806379361605091
ENSFHEP00000021896	0.0305160853696764
ENSFHEP00000030632	0.0562456857556275
ENSFHEP00000020894	0.0391293469864462
ENSFHEP00000030422	0.0202534289103117
ENSFHEP00000032682	0.00243653067947732
ENSFHEP00000002603	0.0296503634693698
ENSFHEP00000019564	0.00113800033107681
ENSFHEP00000020585	0.000798563765214597
ENSFHEP00000011918	0.110730018950116
ENSFHEP00000007023	0.0407928991909372
ENSFHEP00000021947	0.0040842420230325
ENSFHEP00000029610	0.0595978238995621
ENSFHEP00000026067	0.137902413748135
ENSFHEP00000007843	0.0363132731607698
ENSFHEP00000008392	0.000275511514878574
ENSFHEP00000011895	0.00104475632639666
ENSFHEP00000015469	0.00168743518259872
ENSFHEP00000003109	0.00667123508611893
ENSFHEP00000007540	0.0238743795166338
ENSFHEP00000012607	0.13911431899869
ENSFHEP00000013422	0.0443354193787254
ENSFHEP00000021304	0.116325928462947
ENSFHEP00000013307	0.0372738312440286
ENSFHEP00000023600	0.0316259605863871
ENSFHEP00000026723	0.0274569236164737
ENSFHEP00000005101	0.0896892272235777
ENSFHEP00000021286	0.0405688430151385
ENSFHEP00000000917	0.00436086428822805
ENSFHEP00000021878	0.0675561393896
ENSFHEP00000027067	0.0084664532126717
ENSFHEP00000022866	0.0385230322002281
ENSFHEP00000006932	0.0112483223749113
ENSFHEP00000020849	0.0532084961236073
ENSFHEP00000016644	0.00461878273400622
ENSFHEP00000018505	0.00377889379463704
ENSFHEP00000017932	0.0976278690936952
ENSFHEP00000003419	0.0382090575788743
ENSFHEP00000028238	0.00635066581964715
ENSFHEP00000033599	0.204835255606398
ENSFHEP00000034201	0.067574353374749
ENSFHEP00000004378	0.224544511750618
ENSFHEP00000021224	0.00933346906709945
ENSFHEP00000024048	0.137808887545605
ENSFHEP00000033980	4.4876670413531e-05
ENSFHEP00000003291	0.151677817368734
ENSFHEP00000013724	0.0841011653358986
ENSFHEP00000015463	0.144196807392519
ENSFHEP00000023725	0.158338710180184
ENSFHEP00000004407	0.255769562881177
ENSFHEP00000001282	0.340953983712646
ENSFHEP00000021637	0.237662167132859
ENSFHEP00000026515	0.603893810064963
ENSFHEP00000033678	0.00955321446703301
ENSFHEP00000025814	0.192995599271296
ENSFHEP00000028545	0.0021120176182254
ENSFHEP00000001839	0.103015165063538
ENSFHEP00000014858	0.0134933191859466
ENSFHEP00000022720	0.000153239397600533
ENSFHEP00000028953	0.0301439005618313
ENSFHEP00000011008	0.0246451197576679
ENSFHEP00000013278	0.0196915039959996
ENSFHEP00000015440	0.000375408087974649
ENSFHEP00000015446	0.179923291472114
ENSFHEP00000021974	0.0263184432998326
ENSFHEP00000023853	0.0108917305874425
ENSFHEP00000027750	0.00016502125360857
ENSFHEP00000031098	0.0195231918537354
ENSFHEP00000022658	0.00574560982251096
ENSFHEP00000005037	0.113088823605275
ENSFHEP00000020763	0.0163476904767753
ENSFHEP00000011357	0.0253951008810211
ENSFHEP00000025377	0.0396601575803632
ENSFHEP00000024227	0.022734741037633
ENSFHEP00000003883	0.00165398325369251
ENSFHEP00000009560	0.000270343602852649
ENSFHEP00000034870	0.00821025441711578
ENSFHEP00000006094	0.357357935852861
ENSFHEP00000028895	0.0398842353898635
ENSFHEP00000000742	0.0264305027563507
ENSFHEP00000004454	0.43179179241288
ENSFHEP00000008606	0.463126782966349
ENSFHEP00000029824	0.581426154097527
ENSFHEP00000033125	0.100018078431488
ENSFHEP00000003551	0.462797574415986
ENSFHEP00000007844	0.0667851083326523
ENSFHEP00000009649	0.0308354573611217
ENSFHEP00000030353	0.00163571530506422
ENSFHEP00000023839	0.0103260088643003
ENSFHEP00000008688	0.00110234899330763
ENSFHEP00000032311	0.398407641785484
ENSFHEP00000006561	0.0887557659686
ENSFHEP00000013708	0.0177081209199692
ENSFHEP00000032940	0.0135498254425599
ENSFHEP00000033480	0.00281746258175305
ENSFHEP00000029994	0.00822801700973388
ENSFHEP00000011618	0.00240085556816306
ENSFHEP00000014743	0.0647051203072716
ENSFHEP00000027152	0.00226404224744935
ENSFHEP00000008117	0.00210831089659641
ENSFHEP00000018138	0.153573436832303
ENSFHEP00000014722	0.00243372620961823
ENSFHEP00000018587	0.0135229980289979
ENSFHEP00000027480	0.0028476681776006
ENSFHEP00000028866	0.0495004702300269
ENSFHEP00000021939	0.000892981977711074
ENSFHEP00000003014	0.0116649298715085
ENSFHEP00000008255	0.00289596252270353
ENSFHEP00000016125	0.137704568910076
ENSFHEP00000033198	0.0540113060984951
ENSFHEP00000031360	0.00997294274418913
ENSFHEP00000009655	0.402377192803774
ENSFHEP00000012722	0.114690412717746
ENSFHEP00000021421	0.0243940029086372
ENSFHEP00000026772	0.0147040748337895
ENSFHEP00000005595	0.0169198284735549
ENSFHEP00000007057	0.141404005180001
ENSFHEP00000013889	0.018077195824869
ENSFHEP00000023996	0.0423797683881508
ENSFHEP00000029012	0.0572093052190468
ENSFHEP00000003108	0.00310063754495431
ENSFHEP00000031945	0.0145640920051788
ENSFHEP00000019002	0.56877186060366
ENSFHEP00000014381	0.00944575829806283
ENSFHEP00000000950	0.00126164733747179
ENSFHEP00000005347	0.0131839129492869
ENSFHEP00000006658	0.0398996777431635
ENSFHEP00000008335	0.29581757352128
ENSFHEP00000009703	0.014630777107273
ENSFHEP00000009120	0.380009368849496
ENSFHEP00000009850	0.136498936105546
ENSFHEP00000017011	0.16967793067571
ENSFHEP00000027110	0.00209214187540686
ENSFHEP00000002589	0.000586361214097375
ENSFHEP00000004561	0.451392120049591
ENSFHEP00000019848	0.0968142293331052
ENSFHEP00000002322	0.188096673000296
ENSFHEP00000007182	0.066777278667768
ENSFHEP00000014977	0.000191752955739436
ENSFHEP00000001311	0.243078801995109
ENSFHEP00000005855	0.841886376675035
ENSFHEP00000032783	0.0104664829935232
ENSFHEP00000016282	0.1023576717697
ENSFHEP00000023280	0.00299903564724731
ENSFHEP00000001074	0.0605489706230208
ENSFHEP00000008498	0.00333827999219776
ENSFHEP00000010623	0.112924373330483
ENSFHEP00000027588	0.652612315533395
ENSFHEP00000029961	0.249820736654018
ENSFHEP00000022249	0.401639318972392
ENSFHEP00000002464	0.0409040889993188
ENSFHEP00000030855	0.0114914201633112
ENSFHEP00000001905	0.0115107941765487
ENSFHEP00000005238	0.0416184018534795
ENSFHEP00000021963	0.0817541908136078
ENSFHEP00000029459	0.105196031832479
ENSFHEP00000005043	0.124456474349224
ENSFHEP00000028000	0.00267739725155364
ENSFHEP00000007226	0.0513101048609129
ENSFHEP00000031394	0.00254860572027816
ENSFHEP00000023834	0.0222105803082338
ENSFHEP00000003660	0.0994131469353831
ENSFHEP00000029523	0.0706000753600072
ENSFHEP00000029850	0.0701673055552403
ENSFHEP00000006711	0.006766386417091
ENSFHEP00000015527	0.00196279397093
ENSFHEP00000029993	0.275777634138057
ENSFHEP00000011500	0.0216704088295689
ENSFHEP00000009163	0.0549550474154867
ENSFHEP00000019375	0.00983003719536376
ENSFHEP00000019666	0.0654489269664663
ENSFHEP00000031256	0.000121498139580701
ENSFHEP00000034881	0.0188251164821982
ENSFHEP00000032277	0.0483670316902934
ENSFHEP00000005547	0.0405317749460421
ENSFHEP00000014548	0.338889965746498
ENSFHEP00000024782	0.0157125736949527
ENSFHEP00000032240	0.0021008247073559
ENSFHEP00000012327	0.00870588284713525
ENSFHEP00000012930	0.000890585952436578
ENSFHEP00000031536	0.00379479928622126
ENSFHEP00000032355	0.0279082340084424
ENSFHEP00000032608	0.181492125064613
ENSFHEP00000021664	0.0647160408948818
ENSFHEP00000028470	0.0670147013108837
ENSFHEP00000005953	0.0219681122467497
ENSFHEP00000008417	0.0011217022674506
ENSFHEP00000021085	0.342568068851657
ENSFHEP00000027422	0.00275728171933414
ENSFHEP00000001584	0.0355410200514032
ENSFHEP00000015474	0.911768582533235
ENSFHEP00000015935	0.0376904636244721
ENSFHEP00000019771	0.250256724968979
ENSFHEP00000014687	0.486527719788625
ENSFHEP00000005553	0.197214552953374
ENSFHEP00000013231	0.494114162596969
ENSFHEP00000000089	0.298025399121692
ENSFHEP00000003433	0.728492602843196
ENSFHEP00000014073	0.361602768878553
ENSFHEP00000015486	0.000150552526173439
ENSFHEP00000011605	0.0258659332913677
ENSFHEP00000032403	0.0470591323421931
ENSFHEP00000010777	0.896968293999083
ENSFHEP00000013985	7.17920029055857e-05
ENSFHEP00000023431	0.0119991767288528
ENSFHEP00000025304	0.013354781941424
ENSFHEP00000014120	0.140771849486896
ENSFHEP00000018911	0.0290510399983351
ENSFHEP00000018858	1.74272501433318e-05
ENSFHEP00000031367	0.00725208181797632
ENSFHEP00000028968	0.0897227455190331
ENSFHEP00000033299	0.0847160096523086
ENSFHEP00000004675	0.0980173252337902
ENSFHEP00000005312	0.0118167334544666
ENSFHEP00000018550	0.360885427403211
ENSFHEP00000006624	0.0669586148893066
ENSFHEP00000031904	0.0455413174695899
ENSFHEP00000034917	0.12272207311526
ENSFHEP00000026712	0.0132884683922268
ENSFHEP00000008159	0.0512577513248669
ENSFHEP00000013472	0.0217010236364658
ENSFHEP00000004160	0.0177486009637728
ENSFHEP00000015583	0.0146885627789304
ENSFHEP00000017228	0.00318886423059015
ENSFHEP00000021066	0.490791891617107
ENSFHEP00000023056	0.97170252788032
ENSFHEP00000027667	0.936957553020477
ENSFHEP00000010827	0.914237703833989
ENSFHEP00000001593	0.0365001951883666
ENSFHEP00000022323	0.00456014818290971
ENSFHEP00000025233	0.552123874680752
ENSFHEP00000009518	0.0362288499464134
ENSFHEP00000009492	0.84646499267545
ENSFHEP00000014503	0.145940965090174
ENSFHEP00000025705	0.00399732476074583
ENSFHEP00000030976	0.00418416208670302
ENSFHEP00000026336	0.171130511782322
ENSFHEP00000005794	0.0448821262813758
ENSFHEP00000004934	0.170906826494912
ENSFHEP00000007640	0.802945294645824
ENSFHEP00000018145	0.0640252165065161
ENSFHEP00000022814	0.248935469331581
ENSFHEP00000027488	0.0148317953076164
ENSFHEP00000000871	0.26898116377426
ENSFHEP00000018970	0.0226296733997625
ENSFHEP00000020528	0.552768465494187
ENSFHEP00000031732	0.265323779174136
ENSFHEP00000016838	0.0373573150292738
ENSFHEP00000031277	0.0323051092086575
ENSFHEP00000001229	0.0600401828333731
ENSFHEP00000011128	0.0246610579149122
ENSFHEP00000014566	0.271122664530289
ENSFHEP00000016481	0.737563892048586
ENSFHEP00000000174	0.00720218302587156
ENSFHEP00000014870	0.000149838093805251
ENSFHEP00000004005	0.0239568369226893
ENSFHEP00000004247	0.00524062934554401
ENSFHEP00000017988	0.00793365679542803
ENSFHEP00000019410	0.00808977513758038
ENSFHEP00000007958	0.105237064769063
ENSFHEP00000007796	0.361269502685272
ENSFHEP00000022956	0.200407238254776
ENSFHEP00000002740	0.211195304812859
ENSFHEP00000008938	0.0495126270999544
ENSFHEP00000017161	0.0577009137429364
ENSFHEP00000028978	0.0301540218398939
ENSFHEP00000030571	0.0166518241599612
ENSFHEP00000033708	0.00270927002825383
ENSFHEP00000033813	0.0330822719562199
ENSFHEP00000035041	0.14749119255119
ENSFHEP00000002695	0.0151888751299829
ENSFHEP00000022573	0.00707265391165546
ENSFHEP00000025309	0.257626349157204
ENSFHEP00000022463	0.00276175297617603
ENSFHEP00000003190	0.359349985509745
ENSFHEP00000019827	0.786147033193929
ENSFHEP00000003588	0.0414286840694138
ENSFHEP00000009248	0.377473957511891
ENSFHEP00000014682	0.0121913675824862
ENSFHEP00000018090	0.00351659517055225
ENSFHEP00000020040	0.0151879725872195
ENSFHEP00000021767	0.095733951578059
ENSFHEP00000026865	0.112119578594193
ENSFHEP00000035099	0.0106001518197977
ENSFHEP00000004311	0.293623257553144
ENSFHEP00000022761	0.0594423150712242
ENSFHEP00000033333	0.0176725252534241
ENSFHEP00000029272	0.823726478489926
ENSFHEP00000024142	0.0937332022284641
ENSFHEP00000003050	0.0235483739323765
ENSFHEP00000012548	0.0845652576420698
ENSFHEP00000021576	0.0480449821781666
ENSFHEP00000012083	0.00872934248960522
ENSFHEP00000026230	0.00401337081964065
ENSFHEP00000028272	0.0562995775716564
ENSFHEP00000004463	0.00306288993851125
ENSFHEP00000017992	0.00628951594392791
ENSFHEP00000021126	0.270552325096571
ENSFHEP00000000369	0.0166445599860645
ENSFHEP00000013309	0.034086347229477
ENSFHEP00000032316	0.0114004921836184
ENSFHEP00000017462	0.0200541107092855
ENSFHEP00000033565	0.0259695500743966
ENSFHEP00000013458	0.0117598620503877
ENSFHEP00000020905	0.101129423306965
ENSFHEP00000012464	0.00889751928347504
ENSFHEP00000011998	0.00221393424371787
ENSFHEP00000001705	0.0236963706675066
ENSFHEP00000004025	0.0644431447215552
ENSFHEP00000008679	0.0473805818126805
ENSFHEP00000001101	0.00954351635793695
ENSFHEP00000006506	0.0388077935791518
ENSFHEP00000030144	0.500534554727261
ENSFHEP00000030325	0.174191333942621
ENSFHEP00000008753	0.00437363378516555
ENSFHEP00000031221	0.00606000009737673
ENSFHEP00000009195	0.310226854690504
ENSFHEP00000032370	0.0173581908118778
ENSFHEP00000003647	0.707914467549693
ENSFHEP00000012186	0.0404727898426567
ENSFHEP00000015754	0.0126332590998358
ENSFHEP00000004168	0.882264344134978
ENSFHEP00000014429	0.000459243452505123
ENSFHEP00000034428	0.0217766132607976
ENSFHEP00000006569	0.0368909844307515
ENSFHEP00000011336	0.242912088589764
ENSFHEP00000011660	0.0147417493670199
ENSFHEP00000028198	0.0156658220737938
ENSFHEP00000034605	0.0106958682578688
ENSFHEP00000004558	0.00233807746904283
ENSFHEP00000028510	0.0682900279959226
ENSFHEP00000031057	0.675858168171273
ENSFHEP00000002161	0.0059999341227656
ENSFHEP00000017999	0.00185074823146661
ENSFHEP00000023495	0.0127046790600964
ENSFHEP00000022785	0.018508876496615
ENSFHEP00000004676	0.59986611986054
ENSFHEP00000005665	0.00511758930028736
ENSFHEP00000006503	0.00963894363734859
ENSFHEP00000013563	0.814097526970081
ENSFHEP00000020740	0.0148677716191692
ENSFHEP00000024799	0.0055711129800535
ENSFHEP00000031061	0.304692691019167
ENSFHEP00000016673	0.115034490353883
ENSFHEP00000022607	0.0201154019547518
ENSFHEP00000011402	0.00199072741553786
ENSFHEP00000018500	0.628334057068945
ENSFHEP00000027000	0.126236309348232
ENSFHEP00000003953	0.0131921196038317
ENSFHEP00000008762	0.0118426948597573
ENSFHEP00000009932	0.040291180236768
ENSFHEP00000004827	0.00903643714047178
ENSFHEP00000008806	0.520565678201223
ENSFHEP00000030715	0.0251930483986973
ENSFHEP00000032997	0.755408318832097
ENSFHEP00000006959	0.00442311849443602
ENSFHEP00000028149	0.0836508047701515
ENSFHEP00000027254	0.0277431713118182
ENSFHEP00000001992	0.0257319109584544
ENSFHEP00000022073	0.0159389878089984
ENSFHEP00000007003	0.0152793337153888
ENSFHEP00000000260	0.0436319376811238
ENSFHEP00000023159	0.473417514143479
ENSFHEP00000000212	0.00335433636272733
ENSFHEP00000027793	0.229071705376202
ENSFHEP00000031632	0.153020326007017
ENSFHEP00000000231	0.022964960421644
ENSFHEP00000020773	0.0476219070466703
ENSFHEP00000029425	0.493929853623552
ENSFHEP00000020750	0.0722519329346301
ENSFHEP00000025219	0.0468096741319501
ENSFHEP00000002598	0.0514691974079491
ENSFHEP00000027295	0.022238208039777
ENSFHEP00000029725	0.0209275165681198
ENSFHEP00000031511	0.164120926396321
ENSFHEP00000033008	0.367613547281272
ENSFHEP00000017202	0.0747553962197245
ENSFHEP00000002697	0.00324157895619993
ENSFHEP00000014366	0.0337271958141244
ENSFHEP00000025173	0.428114995003437
ENSFHEP00000010966	0.239160422643508
ENSFHEP00000014552	0.00886562231227776
ENSFHEP00000008702	0.135118328491209
ENSFHEP00000012074	0.0012648453630423
ENSFHEP00000016193	0.0430030661598301
ENSFHEP00000030547	0.0319020115235474
ENSFHEP00000031783	0.0743757352759605
ENSFHEP00000005574	0.000131499551115764
ENSFHEP00000018805	0.497037898932729
ENSFHEP00000027216	0.00788994678547828
ENSFHEP00000009589	0.0342621776083309
ENSFHEP00000012241	0.585562488785386
ENSFHEP00000008801	0.158065662145181
ENSFHEP00000015959	0.306541851277121
ENSFHEP00000015747	0.000186010983590283
ENSFHEP00000025314	0.070580631533781
ENSFHEP00000008265	0.116428809334631
ENSFHEP00000030172	0.0644185032605668
ENSFHEP00000023612	0.0560840183851942
ENSFHEP00000000308	0.00164736470211133
ENSFHEP00000002289	0.000159560420704477
ENSFHEP00000004755	0.648140784332426
ENSFHEP00000015752	0.0664429872210688
ENSFHEP00000016256	0.325682981407981
ENSFHEP00000032494	0.0162750325880288
ENSFHEP00000033622	0.0101861811274255
ENSFHEP00000017420	0.0766931881458657
ENSFHEP00000006493	0.00174710544759675
ENSFHEP00000017503	0.0196480539906553
ENSFHEP00000034576	0.0205251849470736
ENSFHEP00000001663	0.107095629823005
ENSFHEP00000009072	0.39563786334806
ENSFHEP00000015942	4.70255459899774e-05
ENSFHEP00000017658	0.0168001980087401
ENSFHEP00000005628	0.264285583725563
ENSFHEP00000004523	0.00421040279018458
ENSFHEP00000017097	0.0567754420185958
ENSFHEP00000010498	0.00753345242067345
ENSFHEP00000013455	0.0683193170197482
ENSFHEP00000023795	0.0835129540457871
ENSFHEP00000019353	0.171178209186566
ENSFHEP00000000983	0.574650537911322
ENSFHEP00000005809	0.0229656995210584
ENSFHEP00000009052	0.12063793655104
ENSFHEP00000033660	0.00206858288307804
ENSFHEP00000011159	0.0605980333606657
ENSFHEP00000020682	0.0547066706814729
